,team1,team2,Ground,date,Series,toss_winner,first_batting,match_winner,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank
3073,Sri Lanka,New Zealand,"Hagley Oval, Christchurch", Dec 28 2015, Sri Lanka tour of New Zealand at Christchurch,1,1,2,101,101,5,52,35,101,74,101,23,28,101,101,101,101,101,59,101,15,101,101,101,101,10,101,65,101,101,101,8,101,101,101,101,101,53,101,101,73,101,11,101,101,101,19
3074,Zimbabwe,Afghanistan,Sharjah Cricket Stadium, Dec 29 2015, Zimbabwe tour of United Arab Emirates at Sharjah,1,1,2,101,101,101,101,66,101,59,101,49,101,52,90,101,101,101,101,101,84,101,101,101,101,101,101,54,101,47,30,93,101,91,101,101,101,101,101,101,37,101,25,101,101,101,101
3075,New Zealand,Sri Lanka,"Saxton Oval, Nelson", Dec 31 2015, Sri Lanka tour of New Zealand at Nelson,1,1,2,12,101,65,101,3,101,9,101,101,101,101,101,56,101,101,74,101,32,101,26,101,17,101,101,5,52,32,101,73,101,101,101,101,101,101,101,101,58,101,101,101,101,101,101
3076,Zimbabwe,Afghanistan,Sharjah Cricket Stadium, Jan 2 2016, Zimbabwe tour of United Arab Emirates at Sharjah,1,1,1,101,101,86,101,61,101,101,101,51,101,53,91,101,101,101,101,101,86,101,101,101,101,101,101,48,101,52,32,93,101,101,101,101,29,101,101,101,101,101,97,101,17,101,101
3077,Zimbabwe,Afghanistan,Sharjah Cricket Stadium, Jan 4 2016, Zimbabwe tour of United Arab Emirates at Sharjah,1,1,1,101,101,82,96,101,101,58,101,101,101,51,101,55,92,101,97,101,84,101,101,101,101,101,101,41,101,96,101,101,91,52,36,101,101,101,101,101,101,101,25,101,19,101,101
3078,New Zealand,Sri Lanka,"Bay Oval, Mount Maunganui", Jan 5 2016, Sri Lanka tour of New Zealand at Mount Maunganui,2,1,1,8,101,70,101,4,101,9,101,101,101,53,101,101,101,101,101,101,34,101,8,101,3,101,101,5,50,33,101,67,101,21,32,100,74,94,101,101,101,101,56,101,101,101,101
3079,Zimbabwe,Afghanistan,Sharjah Cricket Stadium, Jan 6 2016, Zimbabwe tour of United Arab Emirates at Sharjah,1,1,2,101,101,85,97,56,101,101,101,51,101,52,87,101,101,101,96,101,78,101,101,101,101,41,101,101,101,96,101,101,101,54,19,99,101,101,101,101,89,101,26,101,24,101,101
3080,India,Australia,"W.A.C.A. Ground, Perth", Jan 12 2016, India tour of Australia at Perth,1,1,2,6,101,12,101,2,101,101,101,74,25,27,101,101,101,101,9,101,32,101,12,101,101,16,101,23,101,14,101,9,101,15,45,59,75,29,17,71,101,101,101,101,47,101,101
3081,India,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Jan 15 2016, India tour of Australia at Brisbane,1,1,2,5,101,15,101,2,101,23,101,101,101,101,101,75,24,101,9,101,32,101,70,101,101,16,101,76,101,14,101,7,101,13,45,71,101,29,18,101,101,101,86,101,101,101,101
3082,India,Australia,Melbourne Cricket Ground, Jan 17 2016, India tour of Australia at Melbourne,2,1,2,6,101,14,101,2,101,23,101,101,101,101,101,76,21,101,101,101,67,101,33,101,101,70,101,16,101,15,101,8,101,7,45,61,82,74,101,27,18,101,71,101,98,101,101
3083,Australia,India,"Manuka Oval, Canberra", Jan 20 2016, India tour of Australia at Canberra,1,1,1,23,101,15,101,59,72,16,101,7,49,11,101,29,24,78,101,101,58,101,83,101,101,6,101,8,101,2,101,101,101,101,101,74,22,25,101,101,101,101,16,101,32,101,61
3084,Australia,India,Sydney Cricket Ground, Jan 23 2016, India tour of Australia at Sydney,2,1,2,16,101,18,101,15,101,14,101,75,101,43,72,76,101,29,24,101,42,101,101,101,101,5,101,7,101,2,101,101,101,101,101,101,101,73,20,101,101,101,101,101,35,101,58
3085,New Zealand,Pakistan,"Basin Reserve, Wellington", Jan 25 2016, Pakistan tour of New Zealand at Wellington,2,1,1,12,101,71,101,6,101,101,101,51,86,49,70,58,101,101,101,101,9,101,17,101,2,39,101,35,101,24,15,90,101,88,101,62,101,101,101,101,87,101,39,101,101,101,8
3086,Hong Kong,Scotland,"Mission Road Ground, Mong Kok, Hong Kong", Jan 26 2016, ICC World Cricket League Championship at Mong Kok,2,1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,76,101,101,101,83,101,91,101,85,101,101,101,101,93,101,69,101,101,101,86,101,101
3087,Pakistan,New Zealand,"Eden Park, Auckland", Jan 31 2016, Pakistan tour of New Zealand at Auckland,1,1,2,44,101,37,101,24,15,64,101,77,86,59,101,94,101,101,38,101,101,101,92,101,9,9,101,29,101,4,101,101,101,55,85,45,69,58,101,101,101,101,27,101,8,101,2
3088,New Zealand,Australia,"Eden Park, Auckland", Feb 3 2016, Australia tour of New Zealand at Auckland,2,1,1,9,101,29,101,7,101,101,101,55,85,46,61,60,101,95,101,101,29,101,7,101,1,81,101,21,101,14,101,16,101,11,57,50,67,72,101,28,25,101,37,101,79,101,42
3089,England,South Africa,"Mangaung Oval, Bloemfontein", Feb 3 2016, England tour of South Africa at Bloemfontein,1,1,1,80,101,86,101,18,101,17,101,23,101,100,77,83,11,101,52,101,49,101,46,101,100,6,101,3,101,10,101,1,101,36,70,63,101,71,101,101,101,101,8,101,101,101,5
3090,New Zealand,Australia,"Westpac Stadium, Wellington", Feb 6 2016, Australia tour of New Zealand at Wellington,1,1,2,9,101,29,101,4,101,101,101,55,86,49,62,61,101,90,96,101,30,101,6,101,1,101,101,15,101,17,101,19,101,14,60,37,59,76,101,101,36,101,101,101,35,101,101
3091,South Africa,England,"St George's Park, Port Elizabeth", Feb 6 2016, England tour of South Africa at Port Elizabeth,1,1,2,6,101,7,101,10,101,1,101,36,73,68,101,66,101,101,42,101,48,101,7,101,8,83,101,67,101,18,101,24,101,101,71,11,101,82,11,101,58,101,43,101,47,101,85
3092,New Zealand,Australia,"Seddon Park, Hamilton", Feb 8 2016, Australia tour of New Zealand at Hamilton,2,1,1,6,101,25,101,5,101,101,101,51,86,45,48,62,101,101,67,101,31,101,6,101,93,101,101,15,101,18,101,19,101,14,61,34,53,77,101,101,36,101,101,101,29,101,101
3093,England,South Africa,"SuperSport Park, Centurion", Feb 9 2016, England tour of South Africa at Centurion,1,1,2,81,101,54,101,11,101,14,101,24,101,89,71,82,11,101,60,101,49,101,40,101,85,3,101,4,101,101,101,10,101,1,101,36,74,65,101,101,37,101,44,101,7,101,8
3094,England,South Africa,"The Wanderers Stadium, Johannesburg", Feb 12 2016, England tour of South Africa at Johannesburg,2,1,2,82,101,49,101,10,101,24,101,92,63,17,101,81,11,101,36,101,41,101,60,101,83,4,101,3,101,11,101,1,101,36,76,59,101,101,101,101,101,101,23,101,44,101,7
3095,England,South Africa,"Newlands, Cape Town", Feb 14 2016, England tour of South Africa at Cape Town,2,1,2,85,101,31,101,10,101,26,101,88,67,19,101,81,11,101,41,101,43,101,58,101,72,4,101,3,101,11,101,71,101,1,101,61,101,101,101,101,101,101,12,101,36,101,6
3096,South Africa,West Indies,"Providence Stadium, Guyana", Jun 3 2016, West Indies Tri-Nation Series at Providence,1,1,2,3,101,6,101,58,101,1,101,37,79,66,101,101,101,101,33,101,52,101,13,101,5,51,101,101,101,47,101,31,75,78,101,56,101,101,101,94,18,101,43,101,1,101,63
3097,West Indies,Australia,"Providence Stadium, Guyana", Jun 5 2016, West Indies Tri-Nation Series at Providence,2,1,2,51,101,101,101,48,101,33,79,80,101,58,101,101,101,98,23,101,59,101,1,101,48,12,101,15,101,101,101,19,101,16,62,31,49,74,101,101,4,101,101,101,31,101,84
3098,South Africa,Australia,"Providence Stadium, Guyana", Jun 7 2016, West Indies Tri-Nation Series at Providence,1,1,1,3,101,6,101,61,101,1,101,39,79,51,101,101,41,101,54,101,9,101,6,101,101,15,101,12,101,101,101,21,101,20,61,33,52,77,101,101,62,101,101,101,82,101,18
3099,Zimbabwe,India,Harare Sports Club, Jun 11 2016, India tour of Zimbabwe at Harare,2,1,2,101,101,85,85,57,101,65,101,98,101,55,88,51,101,101,101,101,78,101,36,101,101,101,101,101,101,53,101,101,101,101,101,101,101,101,20,101,86,101,101,101,101,101,101
3100,Australia,South Africa,"Warner Park, Basseterre, St Kitts", Jun 11 2016, West Indies Tri-Nation Series at Basseterre,1,1,1,11,101,15,101,101,101,16,101,20,101,33,53,76,101,28,29,101,95,101,4,101,13,9,101,3,101,12,101,1,101,36,79,54,101,101,42,101,31,101,56,101,9,101,6
3101,Zimbabwe,India,Harare Sports Club, Jun 13 2016, India tour of Zimbabwe at Harare,2,1,2,58,101,86,81,101,101,93,101,56,91,54,101,101,101,101,83,101,39,101,101,49,74,101,101,101,101,44,101,101,101,101,101,101,101,101,19,101,76,101,87,101,96,101,101
3102,Australia,West Indies,"Warner Park, Basseterre, St Kitts", Jun 13 2016, West Indies Tri-Nation Series at Basseterre,2,1,2,82,101,16,101,15,101,17,101,34,48,101,101,78,101,27,29,101,56,101,97,101,15,40,101,101,101,45,101,29,78,77,101,57,101,100,14,101,101,101,1,101,59,101,53
3103,Zimbabwe,India,Harare Sports Club, Jun 15 2016, India tour of Zimbabwe at Harare,1,1,2,60,101,82,83,101,101,101,101,101,101,55,101,101,101,101,86,101,101,101,101,101,101,101,101,101,101,101,101,44,101,101,101,101,101,101,13,101,71,101,78,101,101,101,101
3104,South Africa,West Indies,"Warner Park, Basseterre, St Kitts", Jun 15 2016, West Indies Tri-Nation Series at Basseterre,2,1,1,3,101,7,101,101,100,11,101,1,101,34,81,53,101,101,44,101,12,101,3,101,101,101,101,35,101,50,101,28,79,79,101,58,101,98,21,101,101,101,1,101,56,101,61
3105,Sri Lanka,Ireland,"The Village, Malahide, Dublin", Jun 16 2016, Sri Lanka tour of England and Ireland at Dublin,2,1,1,51,101,101,101,101,101,64,101,22,30,101,101,101,78,93,101,101,101,101,101,101,101,67,101,36,66,40,101,101,101,101,101,101,101,78,101,101,101,101,101,101,60,101,50
3106,Sri Lanka,Ireland,"The Village, Malahide, Dublin", Jun 18 2016, Sri Lanka tour of England and Ireland at Dublin,2,1,1,41,101,101,101,101,73,101,101,101,101,22,35,67,101,101,101,92,101,101,101,101,26,69,101,37,65,40,101,101,101,101,101,101,101,81,101,101,90,101,101,101,48,101,59
3107,South Africa,Australia,"Kensington Oval, Bridgetown, Barbados", Jun 19 2016, West Indies Tri-Nation Series at Bridgetown,2,1,2,8,101,3,101,11,101,101,101,33,81,53,101,101,98,101,44,101,12,101,8,101,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3108,Sri Lanka,England,"Trent Bridge, Nottingham", Jun 21 2016, Sri Lanka tour of England and Ireland at Nottingham,2,1,2,41,101,101,101,101,101,65,101,22,28,101,70,94,101,101,101,101,101,101,25,101,101,86,101,32,101,11,101,26,101,101,101,16,101,82,10,101,40,101,45,101,101,101,36
3109,West Indies,Australia,"Kensington Oval, Bridgetown, Barbados", Jun 21 2016, West Indies Tri-Nation Series at Bridgetown,2,1,2,38,101,101,101,52,101,24,81,71,101,58,101,101,101,100,27,101,1,101,51,101,101,81,101,17,101,15,101,19,101,29,54,18,66,77,101,27,30,101,5,101,17,101,101
3110,Sri Lanka,England,"Edgbaston, Birmingham", Jun 24 2016, Sri Lanka tour of England and Ireland at Birmingham,1,1,2,41,101,101,101,101,101,62,101,22,29,101,73,91,101,101,101,101,101,101,27,101,101,77,101,24,101,10,101,101,101,101,101,16,101,83,12,101,40,101,41,101,96,101,25
3111,West Indies,South Africa,"Kensington Oval, Bridgetown, Barbados", Jun 24 2016, West Indies Tri-Nation Series at Bridgetown,2,1,1,44,101,101,101,35,101,25,82,72,101,54,101,94,19,101,98,101,1,101,52,101,101,3,101,9,101,11,101,1,101,50,101,38,85,101,97,101,45,101,7,101,9,101,4
3112,Sri Lanka,England,"County Ground, Bristol", Jun 26 2016, Sri Lanka tour of England and Ireland at Bristol,2,1,2,45,101,101,101,101,101,58,101,20,31,101,73,88,101,101,101,101,101,101,28,101,101,74,101,24,101,10,101,101,101,101,101,17,101,101,29,101,57,101,38,101,79,101,26
3113,Australia,West Indies,"Kensington Oval, Bridgetown, Barbados", Jun 26 2016, West Indies Tri-Nation Series at Bridgetown,1,1,1,86,101,16,101,15,101,21,101,28,42,22,68,71,101,101,5,101,62,101,99,101,14,101,101,38,101,40,101,26,85,72,101,53,101,90,18,101,94,101,1,101,49,101,101
3114,Sri Lanka,England,"Kennington Oval, London", Jun 29 2016, Sri Lanka tour of England and Ireland at London,2,1,2,50,101,101,101,101,101,56,101,18,30,101,73,101,101,88,101,101,101,101,101,101,28,48,101,86,14,10,101,29,101,101,101,16,101,24,101,101,31,101,38,101,22,101,80
3115,England,Sri Lanka,"Sophia Gardens, Cardiff", Jul 2 2016, Sri Lanka tour of England and Ireland at Cardiff,2,1,1,48,101,101,101,7,101,30,101,101,101,15,101,101,29,101,72,101,58,101,25,101,17,56,101,99,101,101,101,52,101,18,33,89,101,101,101,101,74,101,30,101,101,101,101
3116,Afghanistan,Scotland,"Grange Cricket Club, Raeburn Place, Edinburgh", Jul 4 2016, Ireland and Netherlands at Edinburgh,2,1,2,42,101,101,101,101,101,101,101,98,101,96,101,101,28,57,22,101,23,101,96,101,53,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3117,Afghanistan,Scotland,"Grange Cricket Club, Raeburn Place, Edinburgh", Jul 6 2016, Ireland and Netherlands at Edinburgh,1,1,1,33,101,101,101,101,101,101,101,100,101,97,101,56,21,101,27,101,91,101,28,101,55,78,101,101,101,101,101,92,101,83,101,101,101,101,101,101,101,101,101,101,81,101,101
3118,Afghanistan,Ireland,"Civil Service Cricket Club, Stormont, Belfast", Jul 12 2016, Ireland and Netherlands at Belfast,2,1,1,33,101,98,101,101,101,101,101,101,101,92,101,58,21,101,24,101,23,101,84,101,60,69,101,35,101,101,101,101,101,101,101,40,65,101,97,101,28,101,101,101,48,101,101
3119,Afghanistan,Ireland,"Civil Service Cricket Club, Stormont, Belfast", Jul 14 2016, Ireland and Netherlands at Belfast,1,1,2,33,101,101,101,101,101,101,101,100,101,94,101,57,22,101,25,101,81,101,26,101,52,70,101,34,101,101,101,101,101,101,101,35,65,79,101,101,97,101,101,101,44,101,101
3120,Afghanistan,Ireland,"Civil Service Cricket Club, Stormont, Belfast", Jul 17 2016, Ireland and Netherlands at Belfast,1,1,1,33,101,101,101,101,101,101,101,101,101,95,101,53,22,101,74,101,23,101,28,101,101,71,101,34,101,101,101,101,101,101,101,35,55,82,101,101,90,101,101,101,44,101,101
3121,Ireland,Afghanistan,"Civil Service Cricket Club, Stormont, Belfast", Jul 19 2016, Ireland and Netherlands at Belfast,2,1,1,73,101,24,101,101,101,79,101,101,101,40,59,101,101,101,89,101,101,101,44,101,101,34,101,101,101,101,101,101,101,100,101,54,23,92,101,101,74,101,22,101,27,101,101
3122,Scotland,United Arab Emirates,"Grange Cricket Club, Raeburn Place, Edinburgh", Aug 14 2016, ICC World Cricket League Championship at Edinburgh,2,1,1,67,101,101,101,101,101,85,101,101,101,82,101,101,101,101,73,101,101,101,96,101,75,101,101,101,101,34,101,78,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3123,United Arab Emirates,Scotland,"Grange Cricket Club, Raeburn Place, Edinburgh", Aug 16 2016, ICC World Cricket League Championship at Edinburgh,1,1,2,101,101,101,101,34,101,70,101,101,101,101,101,101,101,101,101,101,101,101,97,101,101,64,101,101,101,94,101,79,101,81,101,101,101,101,101,101,101,101,90,101,72,101,101
3124,Pakistan,Ireland,"The Village, Malahide, Dublin", Aug 18 2016, Pakistan tour of England and Ireland at Dublin,2,1,1,49,101,101,101,23,19,62,101,64,101,73,92,101,101,101,101,101,74,101,101,101,101,43,63,30,101,77,101,101,101,101,101,80,101,101,101,101,90,101,101,101,39,101,101
3125,Sri Lanka,Australia,"R.Premadasa Stadium, Khettarama, Colombo", Aug 21 2016, Australia tour of Sri Lanka at Colombo,2,1,2,58,101,10,56,89,101,43,101,21,36,101,101,98,101,101,77,101,101,101,101,101,101,15,101,17,101,14,101,70,101,20,101,101,101,101,101,28,22,101,3,101,100,101,14
3126,Sri Lanka,Australia,"R.Premadasa Stadium, Khettarama, Colombo", Aug 24 2016, Australia tour of Sri Lanka at Colombo,1,1,1,101,101,10,57,70,101,43,101,19,30,101,101,53,101,101,72,101,74,101,101,101,101,16,101,17,101,14,101,21,101,65,101,101,101,101,101,32,18,101,3,101,90,101,82
3127,Pakistan,England,"The Rose Bowl, Southampton", Aug 24 2016, Pakistan tour of England and Ireland at Southampton,1,1,2,39,101,101,101,23,20,60,101,61,101,75,93,101,101,101,101,101,45,101,101,101,77,35,101,31,101,7,101,28,101,94,71,15,101,87,13,101,29,101,14,101,66,101,101
3128,Pakistan,England,"Lord's, London", Aug 27 2016, Pakistan tour of England and Ireland at London,1,1,2,101,101,101,101,43,101,61,101,48,101,74,93,101,101,101,101,101,45,101,48,101,101,45,101,33,101,4,101,24,101,88,73,16,101,83,17,101,18,101,13,101,52,101,95
3129,Sri Lanka,Australia,Rangiri Dambulla International Stadium, Aug 28 2016, Australia tour of Sri Lanka at Dambulla,1,1,2,101,101,10,66,73,101,33,101,21,26,101,101,58,101,101,75,101,71,101,101,101,99,17,101,16,101,88,101,18,101,101,101,61,101,34,20,101,43,101,3,101,72,101,14
3130,England,Pakistan,"Trent Bridge, Nottingham", Aug 30 2016, Pakistan tour of England and Ireland at Nottingham,1,1,1,47,101,18,101,4,101,12,101,23,101,86,56,82,15,101,14,101,13,101,47,101,90,101,101,100,101,44,101,68,101,46,101,76,96,101,101,101,101,101,49,101,52,101,101
3131,Sri Lanka,Australia,Rangiri Dambulla International Stadium, Aug 31 2016, Australia tour of Sri Lanka at Dambulla,1,1,2,101,101,101,101,80,101,34,101,21,28,101,101,58,101,101,76,101,101,101,101,101,81,17,101,14,101,89,101,15,101,101,101,60,101,32,19,101,26,101,3,101,63,101,101
3132,Pakistan,England,"Headingley, Leeds", Sep 1 2016, Pakistan tour of England and Ireland at Leeds,1,1,2,101,101,99,101,33,101,76,101,49,101,100,101,101,101,101,100,101,101,101,73,101,11,47,101,20,101,4,101,24,101,77,56,101,101,79,14,101,31,101,46,101,10,101,53
3133,Sri Lanka,Australia,Pallekele International Cricket Stadium, Sep 4 2016, Australia tour of Sri Lanka at Kandy,1,1,2,101,101,99,101,81,101,35,101,95,101,59,101,101,101,101,101,101,101,101,34,101,94,12,101,62,101,94,101,16,101,101,101,32,18,101,23,14,101,101,3,101,63,101,101
3134,England,Pakistan,"Sophia Gardens, Cardiff", Sep 4 2016, Pakistan tour of England and Ireland at Cardiff,2,1,2,36,101,20,101,4,101,25,101,67,56,101,101,101,101,101,16,101,30,101,53,101,76,33,101,101,101,77,101,70,99,40,101,97,101,101,101,96,82,101,73,101,101,101,91
3135,Scotland,Hong Kong,"Grange Cricket Club, Raeburn Place, Edinburgh", Sep 8 2016, Hong Kong in Scotland ODI Series at Edinburgh,2,1,2,60,101,101,101,89,101,101,101,86,101,81,101,101,101,101,88,101,101,101,71,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3136,Scotland,Hong Kong,"Grange Cricket Club, Raeburn Place, Edinburgh", Sep 10 2016, Hong Kong in Scotland ODI Series at Edinburgh,1,1,1,57,101,101,101,82,101,101,101,87,101,101,101,101,101,101,90,101,101,101,71,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3137,South Africa,Ireland,"Willowmoore Park, Benoni", Sep 25 2016, Ireland tour of South Africa at Benoni,2,1,1,8,101,101,101,10,101,37,79,42,101,47,101,101,101,101,45,101,101,101,8,101,51,79,101,43,64,101,101,84,101,101,101,101,101,101,101,101,31,101,39,101,101,101,101
3138,Bangladesh,Afghanistan,"Shere Bangla National Stadium, Mirpur, Dhaka", Sep 25 2016, Afghanistan tour of Bangladesh at Dhaka,1,1,1,23,101,21,101,89,101,49,69,30,4,19,101,86,101,101,14,101,101,101,80,101,43,101,101,33,101,101,101,101,101,53,19,95,101,101,101,101,58,101,21,101,27,101,101
3139,Ireland,Australia,"Willowmoore Park, Benoni", Sep 27 2016, Australia tour of South Africa at Benoni,1,1,2,79,101,43,66,101,101,85,101,101,101,101,101,101,101,101,36,101,101,101,31,101,101,87,101,12,101,17,101,16,101,101,101,31,44,62,101,101,23,101,53,101,101,101,98
3140,Bangladesh,Afghanistan,"Shere Bangla National Stadium, Mirpur, Dhaka", Sep 28 2016, Afghanistan tour of Bangladesh at Dhaka,2,1,2,24,101,21,101,51,70,19,101,30,4,89,101,101,101,101,15,101,101,101,80,101,45,31,101,101,101,101,101,101,101,96,101,49,10,93,101,101,48,101,18,101,30,101,101
3141,Pakistan,West Indies,Sharjah Cricket Stadium, Sep 30 2016, West Indies tour of United Arab Emirates at Sharjah,2,1,1,34,101,95,101,39,101,71,100,38,101,99,101,92,79,101,101,101,47,101,87,101,88,41,101,101,101,46,101,25,89,73,101,58,101,96,21,101,82,101,1,101,49,101,101
3142,Australia,South Africa,"SuperSport Park, Centurion", Sep 30 2016, Australia tour of South Africa at Centurion,2,1,2,12,101,16,101,17,101,10,101,29,44,101,101,66,101,101,24,101,52,101,101,101,96,3,101,59,101,14,101,40,80,43,101,42,101,101,101,101,46,101,7,101,8,101,5
3143,Bangladesh,Afghanistan,"Shere Bangla National Stadium, Mirpur, Dhaka", Oct 1 2016, Afghanistan tour of Bangladesh at Dhaka,1,1,1,21,101,23,101,84,101,31,5,20,101,49,71,101,101,101,101,101,15,101,84,101,76,33,101,98,101,101,101,101,101,99,101,101,101,53,10,90,101,101,41,101,17,101,31
3144,South Africa,Australia,"The Wanderers Stadium, Johannesburg", Oct 2 2016, Australia tour of South Africa at Johannesburg,2,1,1,3,101,50,101,10,101,34,79,42,101,46,101,101,40,101,101,101,8,101,7,101,4,16,101,11,101,17,101,15,101,31,45,101,101,64,101,101,18,101,101,101,51,101,101
3145,Pakistan,West Indies,Sharjah Cricket Stadium, Oct 2 2016, West Indies tour of United Arab Emirates at Sharjah,1,1,1,39,101,95,101,24,101,65,93,36,101,92,72,98,101,101,101,101,44,101,81,101,87,47,101,101,101,41,101,25,88,72,101,59,101,101,82,94,20,101,1,101,50,101,101
3146,Pakistan,West Indies,"Sheikh Zayed Stadium, Abu Dhabi", Oct 5 2016, West Indies tour of United Arab Emirates at Abu Dhabi,1,1,1,29,101,85,101,18,101,65,85,35,101,96,101,93,64,101,101,101,101,101,34,101,79,101,101,101,101,101,101,25,89,101,101,101,101,87,21,101,101,101,50,101,101,101,101
3147,Australia,South Africa,"Kingsmead, Durban", Oct 5 2016, Australia tour of South Africa at Durban,1,1,2,9,101,17,101,15,101,16,101,33,44,101,101,62,101,101,17,101,49,101,101,101,101,3,101,4,101,11,101,51,101,37,76,34,101,101,101,101,101,101,7,101,6,101,2
3148,England,Bangladesh,"Shere Bangla National Stadium, Mirpur, Dhaka", Oct 7 2016, England tour of Bangladesh at Dhaka,1,1,1,37,101,101,101,101,101,101,101,55,55,101,101,79,14,101,17,101,27,101,7,101,101,22,101,73,101,81,101,45,71,21,101,27,4,101,101,101,13,101,101,101,82,101,79
3149,Australia,South Africa,"St George's Park, Port Elizabeth", Oct 9 2016, Australia tour of South Africa at Port Elizabeth,1,1,2,18,101,11,101,15,101,17,101,30,40,101,101,60,101,101,17,101,49,101,101,101,86,4,101,3,101,10,101,37,78,44,101,48,101,101,101,101,101,101,26,101,101,101,93
3150,Bangladesh,England,"Shere Bangla National Stadium, Mirpur, Dhaka", Oct 9 2016, England tour of Bangladesh at Dhaka,2,1,1,24,101,77,101,82,101,42,71,21,101,31,5,101,101,47,53,101,10,101,82,101,72,38,101,101,101,101,101,101,101,55,51,101,101,80,16,101,15,101,8,101,30,101,100
3151,Bangladesh,England,"Zahur Ahmed Chowdhury Stadium, Chattogram", Oct 12 2016, England tour of Bangladesh at Chattogram,2,1,2,22,101,72,101,79,101,43,72,19,101,34,5,52,53,101,101,101,101,101,101,101,73,101,101,101,101,101,101,101,101,53,50,101,101,82,14,101,17,101,6,101,48,101,101
3152,South Africa,Australia,"Newlands, Cape Town", Oct 12 2016, Australia tour of South Africa at Cape Town,1,1,1,4,101,9,101,11,101,33,101,36,80,35,101,101,101,101,7,101,20,101,10,101,2,3,101,17,101,16,101,18,101,26,43,100,101,62,101,101,101,101,101,101,51,101,76
3153,New Zealand,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala", Oct 16 2016, New Zealand tour of India at Dharamsala,2,1,2,7,101,60,101,9,101,14,101,54,46,67,101,101,101,93,94,101,55,101,37,101,96,8,101,28,101,2,101,101,101,101,101,101,101,101,101,101,13,101,28,101,67,101,26
3154,New Zealand,India,"Feroz Shah Kotla, Delhi", Oct 20 2016, New Zealand tour of India at Delhi,2,1,1,9,101,49,101,4,101,14,101,54,48,69,101,92,89,101,101,101,33,101,4,101,1,8,101,29,101,2,101,101,101,101,101,101,101,101,13,101,101,101,28,101,26,101,60
3155,New Zealand,India,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh", Oct 23 2016, New Zealand tour of India at Chandigarh,2,1,2,8,101,42,101,5,101,14,101,55,49,70,101,101,101,93,80,101,31,101,4,101,1,10,101,31,101,2,101,101,101,96,101,101,101,101,13,101,101,101,18,101,27,101,51
3156,New Zealand,India,"JSCA International Stadium Complex, Ranchi", Oct 26 2016, New Zealand tour of India at Ranchi,1,1,1,8,101,40,101,5,101,14,101,101,101,101,101,101,101,91,68,101,23,101,1,101,95,29,101,12,101,2,101,101,101,101,12,95,101,101,101,101,101,101,15,101,66,101,29
3157,India,New Zealand,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam", Oct 29 2016, New Zealand tour of India at Visakhapatnam,1,1,1,30,101,9,101,2,101,101,101,96,101,95,101,101,8,101,101,101,11,101,31,101,49,8,101,40,101,5,101,15,101,101,101,101,101,56,52,93,56,101,27,101,86,101,1
3158,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong", Nov 4 2016, Papua New Guinea tour of Hong Kong at Mong Kok,1,1,1,101,101,101,101,95,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3159,Papua New Guinea,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong", Nov 6 2016, Papua New Guinea tour of Hong Kong at Mong Kok,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,90,101,101,101,101,101,101,101,101,101,101,101,101,101,101,94
